name,location,node_type
Billwerder-Moorfleet,POINT(10.096645 53.515809),['Station']
Mittlerer Landweg,POINT(10.131449 53.498062),['Station']
Nettelnburg,POINT(10.181397 53.488009),['Station']
Allermöhe,POINT(10.158459 53.490489),['Station']
U Steinfurther Allee,POINT(10.139434 53.541207),['Station']
Reclamstraße,POINT(10.110206 53.538606),['Station']
Öjendorfer Steinkamp,POINT(10.13321 53.539756),['Station']
Oberschleems,POINT(10.118913 53.538148),['Station']
U Merkenstraße,POINT(10.127332 53.538814),['Station']
Rahewinkel,POINT(10.155253 53.52276),['Station']
Schlangenkoppel,POINT(10.142219 53.543247),['Station']
"Oststeinbek, Willinghusener Weg",POINT(10.152301 53.542853),['Station']
Barsbütteler Weg,POINT(10.164754 53.542014),['Station']
Kampstraße,POINT(10.177077 53.542504),['Station']
Haseneck,POINT(10.137486 53.529903),['Station']
Steinfurther Allee (Nord),POINT(10.137899 53.541338),['Station']
Boberger Straße,POINT(10.165076 53.521919),['Station']
An der Schleemer Mühle,POINT(10.115948 53.537277),['Station']
Mehrenskamp,POINT(10.121244 53.534469),['Station']
Steinbeker Marktstraße,POINT(10.127302 53.532552),['Station']
Kirchsteinbek,POINT(10.129206 53.529874),['Station']
Schule Mümmelmannsberg,POINT(10.141526 53.529847),['Station']
Max-Klinger-Straße,POINT(10.144361 53.52982),['Station']
Feiningerstraße,POINT(10.14831 53.529755),['Station']
U Mümmelmannsberg,POINT(10.149849 53.526981),['Station']
Steinbeker Grenzdamm,POINT(10.150088 53.524122),['Station']
Boberg,POINT(10.167313 53.51443),['Station']
Boberger Drift,POINT(10.17088 53.513658),['Station']
Rudorffweg,POINT(10.178414 53.512452),['Station']
Mendelstraße,POINT(10.186345 53.511439),['Station']
Haempten,POINT(10.19246 53.511765),['Station']
Langbergring,POINT(10.157843 53.515987),['Station']
Münterweg,POINT(10.144675 53.527471),['Station']
Billstedter Mühlenweg,POINT(10.115392 53.533328),['Station']
Frobeniusweg,POINT(10.10891 53.536902),['Station']
BG Klinikum Boberg,POINT(10.180179 53.507609),['Station']
Grandkoppel (West),POINT(10.186392 53.505553),['Station']
Grandkoppel,POINT(10.191064 53.503934),['Station']
Grandkoppelstieg,POINT(10.191894 53.5061),['Station']
Schulenburgring,POINT(10.186884 53.508064),['Station']
Emilie-Günther-Weg,POINT(10.194776 53.502477),['Station']
An der Bergkoppel,POINT(10.198794 53.500676),['Station']
Richard-Linde-Weg,POINT(10.187953 53.501539),['Station']
Schulstraße,POINT(10.170427 53.522918),['Station']
Krähenberg,POINT(10.168529 53.525201),['Station']
Uferstraße,POINT(10.169807 53.540365),['Station']
Havighorster Redder (West),POINT(10.135596 53.527459),['Station']
Moosberg (Pflegezentrum),POINT(10.182067 53.498012),['Station']
Lohkamp,POINT(10.122638 53.531293),['Station']
Schulredder,POINT(10.162377 53.5142),['Station']
Meessen,POINT(10.158971 53.548477),['Station']
Fritz-Lindemann-Weg,POINT(10.185451 53.51019),['Station']
Fachmarktzentrum,POINT(10.154127 53.545648),['Station']
Strietkoppel,POINT(10.153798 53.528588),['Station']
Am Mühlenbach,POINT(10.154347 53.531018),['Station']
Stormarnstraße,POINT(10.16954 53.542174),['Station']
Sonnenland,POINT(10.134699 53.536777),['Station']
Gewerbering,POINT(10.156983 53.549709),['Station']
Oststeinbeker Weg (Mitte),POINT(10.14045 53.538609),['Station']
Oststeinbeker Weg (West),POINT(10.131353 53.53573),['Station']
Am Steinbeker Hof,POINT(10.168662 53.527275),['Station']
Am Ohlendiek,POINT(10.170042 53.520442),['Station']
Hamburger Kamp,POINT(10.157007 53.542269),['Station']
Neustadt-Glewe-Weg,POINT(10.160427 53.547636),['Station']
Schleemer Weg (Nord),POINT(10.114969 53.542462),['Station']
Liebezeitstraße,POINT(10.118704 53.542813),['Station']
Kandinskyallee (Nord),POINT(10.1509 53.532947),['Station']
Helmut-Landt-Weg,POINT(10.164291 53.548775),['Station']
Am Vierth,POINT(10.751519 53.799782),['Station']
Merkenstraße,POINT(10.125457 53.538643),['Station']
Steinfurther Allee,POINT(10.139036 53.541013),['Station']
Mümmelmannsberg,POINT(10.149926 53.528158),['Station']
Fünfhausen (Durchdeich),POINT(10.127583 53.444355),['Station']
Fünfhausen,POINT(10.130859 53.444765),['Station']
Schule Fünfhausen,POINT(10.13334 53.448632),['Station']
Durchdeich 141,POINT(10.135808 53.451978),['Station']
Heinrich-Osterath-Straße 241,POINT(10.141508 53.456282),['Station']
Wulffsbrücke,POINT(10.136755 53.459229),['Station']
Reitbrooker Hinterdeich,POINT(10.139413 53.461235),['Station']
Ochsenwerder Norderdeich 320,POINT(10.130548 53.461373),['Station']
Alte Schule Reitbrook,POINT(10.148812 53.468055),['Station']
Vorderdeich 119,POINT(10.152561 53.469151),['Station']
Vorderdeich 75,POINT(10.160139 53.468718),['Station']
Reitbrooker Mühle,POINT(10.170747 53.467833),['Station']
Reitbrooker Mühlenbrücke,POINT(10.176007 53.467979),['Station']
Nettelnburger Landweg (Süd),POINT(10.174589 53.471165),['Station']
Nettelnburger Landweg 192,POINT(10.177503 53.475791),['Station']
Allermöher Werftstegel,POINT(10.17233 53.471726),['Station']
Wehrdeich,POINT(10.18947 53.486302),['Station']
Oberer Landweg (Eisenbahnbrücke),POINT(10.185715 53.487777),['Station']
Kienenhagen,POINT(10.188512 53.483841),['Station']
Heulandhagen,POINT(10.187293 53.480636),['Station']
Püttenhorst (Süd),POINT(10.186223 53.477906),['Station']
Klaus-Schaumann-Straße,POINT(10.189292 53.477255),['Station']
Katendeich,POINT(10.192081 53.476814),['Station']
Nettelnburger Straße,POINT(10.195788 53.476328),['Station']
Krapphofschleuse,POINT(10.189519 53.46815),['Station']
Schleusendamm,POINT(10.189721 53.465147),['Station']
Curslacker Brückendamm,POINT(10.199357 53.462948),['Station']
Kirchwerder Landweg 70,POINT(10.191631 53.457508),['Station']
Kirchwerder Landweg 182,POINT(10.180381 53.449263),['Station']
Neuengammer Hinterdeich,POINT(10.176727 53.446658),['Station']
Heinrich-Osterath-Straße (Ost),POINT(10.173555 53.444065),['Station']
Kirchwerder Hausdeich (West),POINT(10.18403 53.440817),['Station']
Spritzenhaus,POINT(10.187873 53.437229),['Station']
Hilda-Monte-Weg,POINT(10.170395 53.482393),['Station']
Marschbahndamm,POINT(10.154458 53.428625),['Station']
Howe,POINT(10.14833 53.420076),['Station']
Heinrich-Osterath-Straße (Mitte),POINT(10.147787 53.455188),['Station']
Seefelder Fischteiche,POINT(10.157043 53.451235),['Station']
Alte Schule Seefeld,POINT(10.164312 53.444021),['Station']
Fersenweg,POINT(10.158169 53.432866),['Station']
Siedfeld,POINT(10.129836 53.435124),['Station']
Kirchwerder Schulweg,POINT(10.134018 53.430007),['Station']
Johannssenstegel,POINT(10.139769 53.423941),['Station']
Elisabeth-von-Thadden-Kehre,POINT(10.167457 53.480193),['Station']
Lilo-Gloeden-Kehre,POINT(10.170506 53.478789),['Station']
Jeanette-Wolff-Ring,POINT(10.173314 53.477916),['Station']
Fiddigshagen,POINT(10.197508 53.479096),['Station']
Wiesnerring,POINT(10.200092 53.482584),['Station']
Kurt-A.-Körber-Chaussee (Ost),POINT(10.198358 53.488936),['Station']
Kurt-A.-Körber-Chaussee (Mitte),POINT(10.19303 53.489142),['Station']
Heckkaten,POINT(10.18932 53.490104),['Station']
Stadtteilschule Bergedorf,POINT(10.190477 53.492672),['Station']
Ruselerweg,POINT(10.195746 53.492502),['Station']
Lehfeld,POINT(10.207822 53.480529),['Station']
Kurfürstendeich,POINT(10.201805 53.466455),['Station']
Curslacker Deich 336,POINT(10.208009 53.463796),['Station']
Rieck-Museum,POINT(10.215454 53.45876),['Station']
Neuengammer Hausdeich 421,POINT(10.205687 53.457861),['Station']
Warwischer Hinterdeich,POINT(10.121455 53.425444),['Station']
Wraust,POINT(10.139375 53.423289),['Station']
Hower Hauptdeich,POINT(10.148693 53.416262),['Station']
Howe (Ost),POINT(10.152309 53.411501),['Station']
Süderquerweg 263,POINT(10.15665 53.412951),['Station']
Hower Brack,POINT(10.150693 53.418463),['Station']
Friedmannbogen,POINT(10.183785 53.478002),['Station']
Richard-Gödeke-Weg,POINT(10.184806 53.485441),['Station']
Billwerder Straße (HAW),POINT(10.198318 53.492881),['Station']
Henriette-Herz-Ring,POINT(10.172099 53.484111),['Station']
Rahel-Varnhagen-Weg,POINT(10.174407 53.488015),['Station']
S Nettelnburg (Südeingang),POINT(10.180026 53.486387),['Station']
Fanny-Lewald-Ring,POINT(10.176021 53.476677),['Station']
Anton-Rée-Schule,POINT(10.174448 53.482416),['Station']
Billwiese,POINT(10.188448 53.491236),['Station']
Gertrud-Seele-Kehre,POINT(10.173298 53.480603),['Station']
Nettelnburger Kirchenweg,POINT(10.182776 53.480186),['Station']
Siedlung Curslack (Nord),POINT(10.203761 53.47171),['Station']
Am Schilfpark,POINT(10.204637 53.47977),['Station']
Neuengammer Hausdeich 490,POINT(10.198292 53.463085),['Station']
Von-Haeften-Straße,POINT(10.165364 53.486827),['Station']
Nettelnburger Straße (Mitte),POINT(10.187384 53.477436),['Station']
Süderquerweg 399,POINT(10.14428 53.421624),['Station']
In der Hörn,POINT(10.194811 53.474253),['Station']
Freegen,POINT(10.12937 53.440834),['Station']
Am Schleusengraben,POINT(10.206347 53.477417),['Station']
Energie-Campus Bergedorf,POINT(10.203795 53.477164),['Station']
Erna-Mohr-Kehre,POINT(10.177353 53.478551),['Station']
Ameisweg,POINT(10.181578 53.47717),['Station']
Gersonweg,POINT(10.182596 53.47477),['Station']
Krapphofstraße,POINT(10.188225 53.475199),['Station']
Im Bötz,POINT(9.233247 53.55785),['Station']
Zum Schützenhof,POINT(9.248915 53.574054),['Station']
"(Lkr Stade), Timmerlade 29",POINT(9.278918 53.570556),['Station']
"(Lkr Stade), Siedlung 1a",POINT(9.27804 53.570198),['Station']
"(Lkr Stade), Waldsiedlung Sunde",POINT(9.296328 53.569292),['Station']
Neuengammer Hauptdeich,POINT(10.252748 53.417354),['Station']
Achterschlag,POINT(10.237544 53.468184),['Station']
Wasserwerk,POINT(10.235701 53.462811),['Station']
Curslacker Heerweg 118,POINT(10.234421 53.459176),['Station']
Grashofweg,POINT(10.232519 53.453787),['Station']
Rieckweg,POINT(10.23006 53.448915),['Station']
Curslacker Deich 200,POINT(10.219753 53.45274),['Station']
Curslack (Feuerwehr),POINT(10.222039 53.450057),['Station']
Schule Curslack,POINT(10.221372 53.4478),['Station']
Norderquerweg 92,POINT(10.196835 53.429511),['Station']
Neuengammer Hausdeich 351,POINT(10.213896 53.45324),['Station']
Neuengammer Hausdeich 310,POINT(10.214591 53.4491),['Station']
Odemanns Heck,POINT(10.220359 53.44657),['Station']
Neuengammer Kirche,POINT(10.222255 53.446038),['Station']
Lütte Stegel,POINT(10.224835 53.445221),['Station']
Heinrich-Stubbe-Weg,POINT(10.229394 53.445165),['Station']
Horster Damm,POINT(10.271617 53.461913),['Station']
Alte Horster Schule,POINT(10.283165 53.455895),['Station']
Lüttwetter,POINT(10.276018 53.434954),['Station']
Altengamme (Feuerwehr),POINT(10.274405 53.430334),['Station']
Schule Altengamme,POINT(10.268936 53.427589),['Station']
Borghorst,POINT(10.303151 53.439962),['Station']
Zeltplatz Altengamme,POINT(10.298494 53.432824),['Station']
Altengammer Löschplatz,POINT(10.290726 53.42873),['Station']
Altengamme (Süd),POINT(10.285863 53.427614),['Station']
Altengammer Elbwiesen,POINT(10.279337 53.426723),['Station']
Gammer Weg (Süd),POINT(10.273431 53.426948),['Station']
Neuengammer Elbdeich,POINT(10.257338 53.422545),['Station']
Achterdeich,POINT(10.246628 53.408693),['Station']
Kraueler Hauptdeich 261,POINT(10.241672 53.402706),['Station']
Kraueler Hauptdeich,POINT(10.234528 53.397973),['Station']
Ost-Kraueler Bogen,POINT(10.224988 53.397694),['Station']
West-Kraueler Bogen,POINT(10.215894 53.398811),['Station']
Riepenburg,POINT(10.204787 53.402123),['Station']
Krummer Hagen,POINT(10.207701 53.406272),['Station']
Kirchwerder Mühlendamm,POINT(10.210413 53.412301),['Station']
Zwischen den Zäunen,POINT(10.231696 53.440442),['Station']
Jean-Dolidier-Weg,POINT(10.233552 53.438024),['Station']
Bei der Blauen Brücke,POINT(10.237037 53.436784),['Station']
Windpark Neuengamme,POINT(10.241929 53.431153),['Station']
Neuengammer Hausdeich 52,POINT(10.249601 53.42649),['Station']
Neuengammer Marschbahndamm,POINT(10.253502 53.424068),['Station']
Kälbersteert,POINT(10.194537 53.44197),['Station']
Neuengammer Hinterdeich 180,POINT(10.203102 53.438865),['Station']
Neuengammer Hinterdeich 143,POINT(10.205087 53.435601),['Station']
Neuengammer Hinterdeich 123,POINT(10.203028 53.433043),['Station']
Neuengammer Hinterdeich 60,POINT(10.205466 53.428795),['Station']
Neuengammer Hinterdeich (Ost),POINT(10.215111 53.427762),['Station']
Kiebitzdeich (West),POINT(10.215079 53.425076),['Station']
In der Ohe-Nord,POINT(10.204404 53.419451),['Station']
Hitscherberg,POINT(10.197286 53.437512),['Station']
Kirchwerder Hausdeich (Mitte),POINT(10.198301 53.430799),['Station']
Achterdiekbrücke,POINT(10.203357 53.427091),['Station']
Alter Bahnhof Kirchwerder,POINT(10.200715 53.425168),['Station']
Grundschule Kirchwerder,POINT(10.202266 53.420425),['Station']
Kirchwerder Kirche,POINT(10.199508 53.418656),['Station']
Sielkuhle,POINT(10.201343 53.417586),['Station']
Kirchwerder Hausdeich 404,POINT(10.206168 53.414815),['Station']
Karkenland,POINT(10.197084 53.416955),['Station']
Teufelsort,POINT(10.191767 53.412408),['Station']
Kirchenheerweg,POINT(10.186023 53.404315),['Station']
Süderquerweg 208,POINT(10.163035 53.411586),['Station']
Neesentwiete,POINT(10.171984 53.409971),['Station']
Auf dem Sülzbrack,POINT(10.177812 53.407559),['Station']
Teufelsort (Kehre),POINT(10.191095 53.411471),['Station']
Grünerdeich,POINT(10.190595 53.40222),['Station']
Zollenspieker (Fähre),POINT(10.18273 53.398381),['Station']
Sülzbrack,POINT(10.173838 53.399232),['Station']
Lütjenburg (Kirchwerder),POINT(10.168566 53.400497),['Station']
Sande,POINT(10.158545 53.40631),['Station']
KZ-Gedenkstätte (Mahnmal),POINT(10.231689 53.434988),['Station']
KZ-Gedenkstätte (Ausstellung),POINT(10.226686 53.427977),['Station']
KZ-Gedenkstätte (Klinkerwerk),POINT(10.229838 53.43241),['Station']
Neuengammer Heerweg,POINT(10.220821 53.419653),['Station']
Kiebitzdeich (Mitte),POINT(10.226139 53.415231),['Station']
Kiebitzbrack,POINT(10.236393 53.410965),['Station']
Norderquerweg 42,POINT(10.191583 53.434308),['Station']
Horster Moor,POINT(10.286631 53.452048),['Station']
Weg zum Freibad,POINT(10.293832 53.44825),['Station']
Vossmoorbrücke,POINT(10.29728 53.445813),['Station']
Altengammer Marschbahndamm,POINT(10.301681 53.441578),['Station']
Schule Zollenspieker,POINT(10.18358 53.400834),['Station']
Riepenburger Brack,POINT(10.209165 53.400111),['Station']
Gammer Weg 146,POINT(10.278135 53.44132),['Station']
Schule Curslack (Kehre),POINT(10.221154 53.448045),['Station']
Carlsbrack,POINT(10.196663 53.403588),['Station']
Alte Twiete,POINT(10.20139 53.419239),['Station']
Kiebitzdeich 154,POINT(10.231667 53.413943),['Station']
Zweiter Fersenweg,POINT(10.209797 53.410195),['Station']
Neuengammer Hausdeich 331,POINT(10.214875 53.451146),['Station']
Am Graalwall,POINT(10.402247 53.250895),['Station']
Bf. Bergedorf,POINT(10.205824 53.48922),['Station']
Perelsstraße,POINT(10.203441 53.510963),['Station']
Röpraredder,POINT(10.210271 53.509923),['Station']
Havighorster Weg,POINT(10.209566 53.512689),['Station']
Großkoppel,POINT(10.223067 53.512479),['Station']
Am Forstplatz,POINT(10.228241 53.512588),['Station']
Eichenbusch (West),POINT(10.227951 53.516122),['Station']
Mühlenredder (West),POINT(10.228033 53.518449),['Station']
Stormarnstraße,POINT(10.232916 53.516287),['Station']
Treptower Weg,POINT(10.234632 53.514131),['Station']
Eichenbusch (Ost),POINT(10.236007 53.516291),['Station']
Holsteiner Straße,POINT(10.238473 53.518135),['Station']
Mühlenredder,POINT(10.246976 53.517633),['Station']
Auf dem Großen Ruhm,POINT(10.250365 53.518029),['Station']
Freizeitbad,POINT(10.245182 53.521219),['Station']
Sachsenwaldschule,POINT(10.248905 53.515025),['Station']
Schulstraße,POINT(10.250912 53.512533),['Station']
Landhausplatz,POINT(10.251835 53.510088),['Station']
Am Ladenzentrum,POINT(10.234838 53.510328),['Station']
S Reinbek,POINT(10.252313 53.50842),['Station']
Krankenhaus St. Adolf-Stift,POINT(10.240319 53.510639),['Station']
Sachsenwald-EKZ,POINT(10.233673 53.51122),['Station']
Schaumanns Kamp,POINT(10.231926 53.510241),['Station']
Störmerweg,POINT(10.230649 53.506228),['Station']
Schulzentrum,POINT(10.241714 53.518137),['Station']
Max-Eichholz-Ring,POINT(10.218241 53.504541),['Station']
Sterntwiete,POINT(10.214191 53.504177),['Station']
Harnackring,POINT(10.210784 53.507851),['Station']
Binnenfeldredder,POINT(10.210635 53.503665),['Station']
Goerdelerstraße,POINT(10.210918 53.501452),['Station']
Bornmühlenweg,POINT(10.210542 53.499362),['Station']
Heidkampsredder,POINT(10.199283 53.506772),['Station']
Plettenbergstraße,POINT(10.203566 53.504725),['Station']
Lohbrügger Weg,POINT(10.205723 53.501594),['Station']
Sanmannreihe,POINT(10.208135 53.497895),['Station']
Lohbrügger Kirchstraße,POINT(10.202776 53.498659),['Station']
Riehlstraße,POINT(10.196906 53.497307),['Station']
Höperfeld,POINT(10.199126 53.495874),['Station']
Ulmenliet,POINT(10.202619 53.495237),['Station']
Lohbrügger Markt,POINT(10.207627 53.494872),['Station']
Alte Holstenstraße,POINT(10.208361 53.490488),['Station']
Schillerufer,POINT(10.211627 53.490887),['Station']
Augustastraße,POINT(10.215302 53.490858),['Station']
Bille-Bad,POINT(10.214868 53.493064),['Station']
Am Güterbahnhof,POINT(10.201824 53.485244),['Station']
Korachstraße,POINT(10.198489 53.51068),['Station']
Behnsrade,POINT(10.199181 53.512236),['Station']
Kirschgarten,POINT(10.197358 53.502649),['Station']
Am Holländerberg,POINT(10.232613 53.509488),['Station']
Perelsstraße (Mitte),POINT(10.201915 53.509226),['Station']
Schneewittchenweg,POINT(10.231994 53.518813),['Station']
Lindenstraße,POINT(10.253976 53.513696),['Station']
Heringsgang,POINT(10.256269 53.518326),['Station']
Am Bergedorfer Hafen,POINT(10.206234 53.48829),['Station']
Sander Markt,POINT(10.208574 53.492697),['Station']
Am Volkspark,POINT(10.248959 53.724594),['Station']
Heinrich-Böll-Straße,POINT(10.4046 53.226686),['Station']
Carl-von-Ossietzky-Straße,POINT(10.401976 53.227516),['Station']
Rettmer (Mitte),POINT(10.369961 53.213933),['Station']
Bf. Lüneburg (ZOB),POINT(10.419075 53.248701),['Station']
Lindenstraße,POINT(10.256214 53.727061),['Station']
Stadtkoppel,POINT(10.450009 53.245893),['Station']
Rote Schleuse,POINT(10.410293 53.209455),['Station']
Spechtsweg (ASM-Halt),POINT(10.416073 53.232211),['Station']
Everser Dorfstraße,POINT(9.7554 53.398581),['Station']
Konrad-Zuse-Allee,POINT(10.416319 53.255528),['Station']
Rehrweg,POINT(10.372652 53.226465),['Station']
Schmiedestraße,POINT(10.376419 53.224867),['Station']
Rosenkamp,POINT(10.379217 53.22434),['Station']
Ilmenaucenter,POINT(10.416421 53.260873),['Station']
Rosenkamp Wendeplatz,POINT(10.380933 53.223673),['Station']
An der Roten Bleiche (Uni),POINT(10.413115 53.238788),['Station']
Feldstraße (Uni),POINT(10.414057 53.242381),['Station']
